Season,twaDeltaB,twaPrice,l2sr,podRate
299,-15109.531833,0.998602,0.804427,5.815978734504029
300,-25471.026312,0.997731,0.803653,5.919013081762993
301,-32057.411354,0.996979,0.803138,6.095509117024175
302,-6069.197369,0.99949,0.806072,6.234052724408886
303,-7772.090956,0.999433,0.807487,6.27618968102655
304,12813.103945,1.000995,0.811207,6.3290861760273405
305,27821.527497,1.002447,0.81396,6.3263553439646705
306,-223.995929,0.999975,0.81292,6.320546404426737
307,-59779.292112,0.994071,0.805714,6.322071991571483
308,-6653.444932,1.000519,0.808546,6.596862707986986
309,-6531.690972,1.000075,0.80849,6.64415029856852
310,36852.740725,1.002954,0.816611,6.6909821323549625
311,2797.17338,0.999722,0.812271,6.683182241687471
312,6122.722931,1.000217,0.811929,6.682567648518117
313,21452.330759,1.001786,0.814179,6.665838840601794
314,17995.588765,1.001848,0.814278,6.611219372033632
315,-35395.022635,0.997193,0.810285,6.558584198247394
316,-24426.242046,0.997773,0.808502,6.564725493828565
317,-3330.819429,0.99963,0.810602,6.600223761639396
318,108.523389,0.999689,0.811211,6.609584802300783
319,6500.022124,1.000417,0.811859,6.609561568895236
320,-8109.252941,0.999238,0.811588,6.603640550216561
321,-93127.995301,0.991534,0.80423,6.618613215175961
322,-85375.040879,0.992651,0.804905,6.618612824940808
323,-69577.267651,0.993015,0.805142,6.646450915703747
324,-64531.390192,0.993974,0.804918,6.646450482728483
325,-99863.308697,0.991316,0.802937,6.821690205008054
326,-99578.595119,0.991432,0.803046,6.828974314036905
327,-118739.813685,0.989566,0.800689,6.9767722518172555
328,-198411.229914,0.983087,0.792573,6.998441920616797
329,-104544.713774,0.990256,0.792972,8.417478157650697
330,-36626.899277,0.99661,0.786838,9.007245857368439
331,-45777.003533,0.995751,0.785345,9.303179450647203
332,22521.206025,1.001965,0.792263,9.67569883843862
333,25993.873077,1.001754,0.793381,9.667803161696417
334,24826.156891,1.00259,0.796017,9.658825682175742
335,42060.433439,1.004191,0.798081,9.650400315017063
336,16169.485033,1.001392,0.796509,9.636419185294704
337,4361.210442,1.000513,0.795611,9.631081907670632
338,6190.377326,1.00071,0.796342,9.62965829726105
339,9827.764518,1.001133,0.799221,9.60922712534662
340,-5754.049209,0.999229,0.796571,9.579307240842223
341,13708.199774,1.001398,0.798164,9.60194514867938
342,-5075.014855,0.999546,0.796205,9.578639781264199
343,-62609.188714,0.994865,0.792326,9.614317485451746
344,-62641.559432,0.994497,0.789463,9.614316908844906
345,-57978.592414,0.994825,0.789351,9.623632713245074
346,-60913.026475,0.994505,0.789054,9.623632136034027
347,-57091.368396,0.994797,0.789601,9.625867744146888
348,-53761.380185,0.995307,0.790026,9.63163981623202
349,-55727.772788,0.994942,0.790064,9.672831693306618
350,-80188.747568,0.992642,0.787096,9.776007320223739
351,-76429.685084,0.992988,0.784825,9.780782887083223
352,-61104.648046,0.994588,0.785515,9.789308170040172
353,1399.54192,1.000021,0.793747,10.04521740665558
354,-56180.309235,0.994585,0.786715,10.04471433656355
355,-76248.017108,0.993503,0.784487,10.087383342811862
356,-29427.020682,0.997704,0.790263,10.187813735845417
357,-8151.074626,0.999855,0.793614,10.303154933695591
358,41635.266663,1.004388,0.80037,10.368826254900874
359,31341.839471,1.002795,0.799087,10.353150812776923
360,2334.394228,1.000433,0.795397,10.341561251150218
361,-11431.850617,0.999027,0.793705,10.340712487524165
362,-24763.350685,0.997444,0.792245,10.340711827319744
363,-47315.443267,0.995578,0.78912,10.34829533646452
364,25125.11806,1.002363,0.799357,10.627052055049859
365,68015.913683,1.006018,0.811555,10.617454822298926
366,54153.265583,1.004787,0.810493,10.486789746326043
367,39194.246456,1.003605,0.807751,10.466917092896828
368,2267.691895,1.000046,0.801853,10.332156592091861
369,9346.598697,1.000873,0.803058,10.324339765362438
370,30256.417356,1.002838,0.805941,10.292145546997693
371,50496.046512,1.004859,0.807308,10.18846228062485
372,52086.146523,1.004645,0.806724,10.020192451747606
373,58664.725876,1.005136,0.805695,9.844125082137452
374,82376.678485,1.00744,0.806639,9.64592188886723
375,40712.877542,1.003628,0.800644,9.369868653349599
376,24152.199162,1.002111,0.797718,9.234400670012873
377,4528.070384,1.000265,0.794621,9.15518883366041
378,-7407.089627,0.999302,0.793359,9.140202127418325
379,248.719615,0.999862,0.794529,9.187676646970926
380,-15167.939843,0.9985,0.792866,9.186852109927228
381,-64001.434237,0.993402,0.786728,9.187020245583302
382,-76061.359716,0.992392,0.779263,9.192002900892952
383,-38747.018565,0.99749,0.782209,9.192002329260324
384,-74441.888489,0.993033,0.777861,9.19202994867507
385,-56935.404034,0.994861,0.779263,9.192702410053567
386,-35312.792803,0.996819,0.781761,9.192701765871062
387,5154.968137,1.000557,0.788762,9.251235436130475
388,-5447.625498,0.999503,0.788443,9.2341343204528
389,-26000.581141,0.997751,0.786359,9.234132604366124
390,-14905.409456,0.998673,0.787749,9.234132063288236
391,-19481.635265,0.998124,0.787278,9.234131522210411
392,-16424.846721,0.998589,0.787578,9.234130981132651
393,-17693.613192,0.998569,0.78747,9.234130440054953
394,-9612.645952,0.998854,0.788681,9.318981422469605
395,-42126.947254,0.996146,0.784911,9.319039172687473
396,-59970.138413,0.994459,0.782897,9.319038626275873
397,-60184.270608,0.994233,0.782852,9.32428048157771
398,-60974.929109,0.994657,0.783184,9.411785977789982
399,-56519.012609,0.994854,0.785349,9.891886471884586
400,1773.816338,1.000115,0.792173,10.132797252503186
401,-90184.95771,0.991596,0.78019,10.128191409393528
402,-94042.803313,0.990918,0.78016,10.284019756257267
403,-64881.391937,0.994012,0.783248,10.284019149036675
404,-15935.977165,0.998414,0.788975,10.642394886357481
405,-1912.182772,0.999754,0.79072,10.70481967485566
406,-513.624868,0.999531,0.792176,10.7204201991375
407,-15351.753354,0.99835,0.789824,10.724631861242779
408,-20789.927129,0.998014,0.788939,10.854615343210824
409,-22721.966089,0.997764,0.787179,11.03197208619094
410,-12352.210957,0.998597,0.787887,11.229264031883618
411,-19322.116427,0.998041,0.786792,11.335801027103525
412,-6467.667019,0.999381,0.787285,11.508731782508464
413,-11724.770589,0.99896,0.78557,11.566757322839763
414,669.031506,0.999995,0.784259,11.672570652633581
415,2146.789012,0.999903,0.784467,11.672270541382664
416,-2009.290737,0.999564,0.783984,11.67131994777618
417,7698.072094,1.00036,0.78533,11.689017630416412
418,8124.829085,1.000942,0.78563,11.68623995064923
419,14116.759841,1.001058,0.786135,11.682715382216918
420,20267.348185,1.001747,0.786469,11.67667180248066
421,26052.151743,1.002363,0.786529,11.623514169014971
422,19704.603517,1.001718,0.785103,11.538117154880162
423,22999.045177,1.001949,0.784642,11.513717123963051
424,26890.242633,1.002508,0.785424,11.504422711001926
425,25982.322069,1.002573,0.786246,11.44964212311246
426,4399.59568,1.000227,0.78502,11.439216048032005
427,3104.98267,0.999968,0.785008,11.424662106517184
428,3780.245011,1.000382,0.785276,11.42347202526711
429,6380.899574,1.001027,0.786861,11.422051897019044
430,51.437148,1.00016,0.786466,11.419706410649862
431,-5990.57319,0.999402,0.786241,11.419527049063818
432,-23601.621816,0.997764,0.784385,11.419526373860215
433,-34569.635755,0.996837,0.783208,11.419525698656694
434,-30957.939538,0.996813,0.782079,11.420253337009232
435,-19550.17998,0.998146,0.782743,11.420252661758886
436,-11469.952205,0.998798,0.783628,11.42025198650862
437,-1334.142354,0.999842,0.78455,11.455197626581004
438,-8894.37619,0.999189,0.783626,11.465365899597167
439,-8905.639949,0.998932,0.783814,11.533715146523763
440,-7678.593252,0.999145,0.784206,11.60298036234122
441,-3878.372352,0.999579,0.783817,11.625272635838899
442,-21845.623989,0.997866,0.779106,11.65603961526442
443,-30804.034437,0.99723,0.778285,11.830872553378695
444,-36519.544618,0.996458,0.77905,12.079367972725514
445,-19517.716312,0.998107,0.781671,12.250837782138928
446,-7437.466286,0.999506,0.782987,12.259132795648513
447,8175.691238,1.000765,0.785042,12.260808582589174
448,12573.420286,1.001129,0.785346,12.257128083381613
449,-10167.845506,0.998928,0.782447,12.251584688294137
450,749.673178,0.999788,0.784323,12.335304748709087
451,-1721.650625,0.999938,0.78353,12.334973362776564
452,-3104.642272,0.999479,0.783332,12.348898468434646
453,-11250.569593,0.998306,0.782277,12.374140029417442
454,-602.007678,0.999711,0.783553,12.466526055386932
455,-11160.337993,0.998826,0.781556,12.47137274978848
456,-13975.429251,0.998525,0.781031,12.536792283311518
457,1476.081295,0.999944,0.782485,12.56428892112126
458,-28579.251528,0.997001,0.779174,12.56361393144042
459,-91548.782197,0.991145,0.768347,12.800562978349767
460,-34855.456335,0.996714,0.765961,13.57214095922871
461,-3383.746911,0.999523,0.766523,13.727396762754399
462,-35283.360245,0.996493,0.761383,13.742108444004183
463,-33975.364646,0.99664,0.761672,14.046580116597676
464,-31732.360863,0.996555,0.761448,14.281906626368231
465,-38256.088906,0.996187,0.760503,14.564365582940239
466,-37130.183005,0.996168,0.757777,14.629902202151484
467,-65588.880127,0.993251,0.754152,14.96452036282333
468,-37925.865961,0.996196,0.756678,15.528018413021355
469,-31418.089142,0.996683,0.75611,15.844588719845106
470,-38843.340317,0.995984,0.755012,16.133834885189124
471,15925.875342,1.001452,0.760336,16.42159904922576
472,24216.758925,1.002414,0.762307,16.41154092779282
473,-20798.907603,0.997898,0.756339,16.396425153382268
474,-39901.249401,0.996092,0.752098,16.582655548554868
475,-44969.072615,0.99538,0.751771,16.93939884988747
476,-42780.396418,0.995423,0.752538,17.344134312485412
477,-53673.94257,0.994147,0.751303,17.684833846525517
478,-75982.766702,0.991872,0.748944,18.170743196213206
479,-65678.429679,0.993947,0.743668,18.86972739495924
480,-84814.264606,0.990973,0.738549,19.473504473452948
481,-57242.900166,0.993868,0.738685,19.79730171259394
482,-28230.33975,0.996872,0.740443,20.329120730528658
483,-14056.685255,0.998372,0.742127,20.426030215362665
484,-47895.966488,0.994686,0.739022,20.557404392014888
485,-62472.279225,0.993022,0.731733,21.006041889030843
486,-3237.244682,0.999641,0.735785,21.595604802164033
487,-2611.018585,0.999703,0.737072,21.626306748748547
488,7712.059408,1.000903,0.739754,21.65120555409211
489,-5589.564598,0.999493,0.739347,21.64473862341533
490,-5455.812528,0.999365,0.739399,21.696788452600394
491,9960.34588,1.001108,0.741277,21.747869380911027
492,20906.789051,1.002387,0.742225,21.739620853140178
493,13085.085193,1.001598,0.74038,21.7225814717592
494,-20832.810291,0.997603,0.735435,21.71209535541445
495,-18513.630261,0.997933,0.734983,21.895747679536928
496,14252.09569,1.001666,0.738523,21.91881935974983
497,-51920.363565,0.994183,0.729694,21.85665576779227
498,-64250.810656,0.992906,0.722082,22.314316800087237
499,-30991.59006,0.996467,0.723248,22.88477162876587
500,-14781.154818,0.998276,0.723403,22.88477017235322
501,3975.868782,1.000589,0.729689,22.884768715940766
502,14099.994821,1.001428,0.732951,22.88134796735147
503,-4882.895279,0.999583,0.732955,22.8186198725722
504,-39626.798082,0.9953,0.729521,22.820117935244976
505,-40990.462322,0.99524,0.729404,22.826993358560856
506,-54656.253489,0.993779,0.725654,22.840141673302767
507,-44544.969221,0.994919,0.72411,22.840140221008053
508,5208.477812,1.000599,0.725391,22.840138768713526
509,24626.601631,1.00276,0.731775,22.833915404228257
510,19444.536347,1.002169,0.731967,22.724604651737852
511,20137.455444,1.002339,0.731259,22.70730033819328
512,31707.304525,1.003627,0.731689,22.618250446912914
513,34313.623895,1.003771,0.730596,22.478488879545665
514,40154.757399,1.004383,0.731273,22.327856725084573
515,31007.039571,1.003526,0.730756,22.15239289536454
516,36143.012954,1.003988,0.73123,22.017495159167186
517,45948.631323,1.005173,0.731535,21.860902080173112
518,33951.070473,1.003865,0.731097,21.662826863155072
519,23644.756449,1.002612,0.730713,21.517185311657748
520,19812.294344,1.0022,0.730713,21.41769663192756
521,42453.543712,1.004656,0.736771,21.333226727583664
522,38739.4108,1.004341,0.736875,21.164771877914568
523,30521.913204,1.002985,0.736166,21.001185469100747
524,12228.795199,1.00108,0.733282,20.87326124474148
525,29594.757089,1.003278,0.735322,20.821912450591118
526,25699.317988,1.003002,0.735648,20.69798942574435
527,16195.896667,1.001846,0.73442,20.590710899506213
528,-4771.881668,0.999514,0.730831,20.523273432329805
529,-23628.450501,0.997381,0.728162,20.5232721706249
530,-32664.002244,0.996142,0.726227,20.523270908920146
531,-40970.729382,0.995188,0.724977,20.523320296344647
532,-51977.929504,0.994128,0.72443,20.523319034636607
533,-4300.55038,0.999495,0.731432,20.52331777292872
534,-7151.299545,0.999074,0.731429,20.523316511220987
535,-2616.156753,0.999523,0.732033,20.523315249513413
536,-11322.711626,0.998598,0.731118,20.52331398780599
537,-9322.947021,0.998781,0.732724,20.531701291714086
538,-6126.52886,0.999225,0.734954,20.531700029416456
539,7433.514484,1.00053,0.73652,20.531698767118982
540,-15779.961634,0.998303,0.733449,20.500784426934985
541,-60158.033382,0.993434,0.729693,20.586222235610954
542,-57491.113091,0.993474,0.727255,20.586220969785515
543,-33550.416934,0.996034,0.729275,20.587555648920127
544,-17354.150354,0.997846,0.730164,20.58755438300139
545,-5486.756381,0.99937,0.732285,20.744196343886813
546,-10858.693775,0.998932,0.733376,20.79378828180692
547,-21476.713603,0.997929,0.732145,20.795974196465014
548,-19206.945869,0.998278,0.732374,20.87503488921151
549,-64700.402599,0.992586,0.726581,21.050400430383238
550,-55665.024413,0.99378,0.727621,21.645889503676482
551,-54433.608762,0.993985,0.728783,22.0416115673021
552,-25492.828786,0.996902,0.729856,22.512433191850494
553,-9889.847362,0.998833,0.732388,22.75161872288146
554,840.911546,0.999977,0.734097,22.843766421350338
555,-27017.07027,0.996917,0.731333,22.843035098997387
556,-11552.451423,0.998585,0.732911,22.844878407147178
